id;nome;email;telefone;cpf;data_hora;valor;observacao
166;Natália Thiago Santos;ggfs862@gov.br;(98) 927385197;461.966.880-07;02/08/2021 14:13:27;R$ 20.443,87;protocolo|tmp|***|id|duplicado
167;Larissa Marcos Araújo;7v8fr8hkxax@loja.com.br;(92)99206-8960;523.540.47-62;06/02/2021 06:51:04;R$ 61.423,85;reenviado|LIMPAR|json|revisar|manual|atenção|auto|id
168;Marcos Barbosa;@gmail.com;(97) 97279-8096;129.378.696-84;06/11/2025 16:08:32;R$ 148.257,53;auto|normalizar|???|obs
169;Kleber Castro;aecuep@ufpa.br;(97) 969267801;469.940.511-7;06/10/2025 18:48:24;R$ 31.995,45;###|atenção|###|obs|id|reenviado|protocolo|tmp
170;Daniela Mendes;disqp@hotmail.com;(96) 99025-6553;036.852.728-12;19/02/2025 17:48:46;R$ 118.962,82;erro|tmp|###|atenção|???|LIMPAR|###
171;juliana costa;ctn5b2d0kb@gmail.com;99 948702206;259.406.855-90;05/08/2024 04:25:06;R$ 128.313,22;manual|URGENTE|???|tmp|atenção
172;Gabriel Cardoso;nc.vv54@@bol.com.br;(93) 954134273;719.288.718-68;24/09/2021 12:26:32;R$ 120.808,85;anexo|manual|ticket
173;Ursula Ursula Araújo;ubwjbmyqp4@ufpa.br;(95) 921149907;336.698.568-42;27/07/2021 08:27:44;R$ 65.379,02;manual|###|falhou|???|csv|atenção
174;Ursula Costa;347ty8wikn8g@GMAIL.COM;(97) 54501-5294;252.768.904-92;13/09/2025 00:09:34;R$ 161.661,03;ok|pendente|obs|***
175;vinícius tavares;8608qp@loja.com.br;94 948568281;021.266.932-58;19/05/2023 15:54:36;R$ 101.051,45;reenviado|auto|manual|json|manual|###
176;Gabriel Lima;2w568v_p1n@gmail.com;94 944963402;181.615.67-66;05/01/2024 14:23:41;R$ 124.215,15;LIMPAR|atenção|revisar|ticket|ok|LIMPAR
177;Larissa Rafael Oliveira;sibn6o@gmail.com;(92) 99355-4332;684.985.160-05;23/04/2025 18:21:15;R$ 80.044,83;normalizar|id|revisar|revisar
178;juliana zuleica costa;tgvovcikj@ufpa.br;(95) 953381958;488.640.50-17;09/02/2025 17:57:28;R$ 37.524,71;json|csv|reenviado|tmp|ticket|ticket|###|csv
179;Zuleica Tavares;rh3jr@gov.br;91 942490905;707.468.752-16;03/05/2024 09:27:14;R$ 32.196,67;reenviado|pendente|anexo|csv|URGENTE|URGENTE|csv|reenviado
180;Daniela Bruno Mendes;6w0._ep0k5@empresa.com.br;97 954279759;789.080.475-46;13/09/2023 15:29:38;???|protocolo|###|protocolo|***|protocolo
181;Daniela Souza;6nzpr@.com.br;(91) 96669-1082;466.744.633-87;15/05/2021 16:19:11;R$ 60.229,15;***|pendente|json|atenção|anexo|reenviado|ok
182;Yasmin Barbosa;5x6zl@UFPA.BR;96 910878637;714.653.086-01;04/02/2022 21:24:26;R$ 111.334,74;manual|obs|protocolo|erro
183;eduardo pereira;htis3@loja.com.br;(97) 58373-5348;152.108.860-51;06/11/2024 17:16:39;R$ 26.353,70;json|***|###|###|duplicado|???
184;Rafael Helena Cardoso;xkdfs@loja.com.br;(99)98165-4384;949.552.354-31;06/07/2025 09:59:52;R$ 108.885,26;tmp|revisar|???|json
185;Thiago Quésia Barbosa;@bol.com.br;97 994589092;316.619.870-06;03/11/2021 03:37:13;R$ 16.729,44;erro|URGENTE|***|URGENTE|???|falhou|manual|auto
186;Ursula Nogueira;g52uki@gmail.com;95 992666374;018.386.589-45;21/04/2021 06:39:04;R$ 218.654,77;LIMPAR|protocolo|reenviado|protocolo
187;Patrícia Thiago Santos;8m5848dqdvcw@gmail.com;98 88926-9575;253.175.43-42;05/10/2022 04:20:07;R$ 211.789,80;obs|LIMPAR|pendente|manual|LIMPAR|duplicado|protocolo
188;Larissa Igor Silva;52fw2@hotmail.com;97 87511-6643;229.553.289-83;17/10/2021 09:54:27;R$ 20.611,76;reenviado|normalizar|protocolo
189;juliana silva;vlzc_pyg2zw@@bol.com.br;(96) 941529220;604.605.696-2;24/10/2025 01:02:48;R$ 242.135,09;reenviado|duplicado|ok|normalizar|auto|pendente|atenção
190;Fernanda Bruno Pereira;zy9jhi_a7qw@gov.br;(95) 94591-8199;203.802.604-84;05/10/2023 17:00:21;R$ 123.762,59;falhou|falhou|manual|ok|***|revisar|auto
191;Larissa Nogueira;c8541ko1g@gov.br;(92) 999772853;420.921.055-68;23/02/2024 14:25:32;R$ 119.585,75;json|duplicado|???|atenção|normalizar
192;Larissa Ursula Oliveira;mr3tkw@gmail.com;(94) 96341-6266;315.934.217-15;09/07/2021 10:54:00;R$ 162.392,69;anexo|URGENTE|id|revisar|tmp|anexo|auto
193;Thiago Araújo;kgm2521@loja.com.br;95 960046306;458.122.854-6;15/09/2022 13:51:28;R$ 152.884,82;URGENTE|LIMPAR|reenviado|csv|reenviado|pendente|ticket
194;fernanda santos;z7y.ijobvg@gov.br;(93) 97004-6153;83070452591;29/06/2022 01:11:24;R$ 103.672,42;obs|falhou|pendente|revisar
195;Igor Cardoso;yb3mg50@bol.com.br;(92)98531-5965;107.787.323-37;18/03/2021 12:46:27;R$ 237.794,89;***|normalizar|???|manual|URGENTE
196;Larissa Vinícius Silva;6315bp@outlook.com;96 962600867;742.251.626-04;15/07/2022 08:17:18;R$ 210.076,12;erro|duplicado|LIMPAR|atenção|id|ok|auto|duplicado
197;Kleber Araújo;05bdawn98@loja.com.br;93 928308834;011.817.604-47;29/03/2024 09:53:47;R$ 195.627,76;erro|URGENTE|URGENTE|atenção|id|erro
198;Yasmin Oliveira;5lo7oiwh4bx@ufpa.br;91 972392569;211.498.625-59;05/01/2022 19:18:47;R$ 55.287,71;tmp|???|###|falhou|auto|reenviado|LIMPAR|URGENTE
199;Ana Daniela Pereira;9olb303s1efm@loja.com.br;95 948325536;570.268.659-79;26/02/2021 07:01:42;R$ 230.825,54;LIMPAR|normalizar|ticket|anexo|normalizar|atenção
200;Natália Castro;q26221e_vbn1@GMAIL.COM;(99) 92477-9305;215.851.397-34;07/11/2021 11:04:54;R$ 4.459,69;tmp|json|auto
201;Eduardo Lima;0ezo5y3bg_o@empresa.com.br;(95) 96173-5003;340.279.211-97;10/08/2021 09:27:30;R$ 199.891,52;pendente|protocolo|???|auto
202;Quésia Marcos Souza;8.bs2bkfjsv@gmail.com;93 930019881;76026861986;28/04/2024 23:03:30;R$ 192.874,42;???|auto|ticket|auto|duplicado|reenviado|normalizar|ticket
203;William Araújo;kh9rdo08s@UFPA.BR;(94) 94003-2698;716.987.722-02;01/10/2024 09:27:54;R$ 26.035,20;atenção|reenviado|id|normalizar
204;Marcos Fernanda Almeida;n_2hgdlpvyt@outlook.com;(93) 925103023;273.891.891-90;20/04/2021 12:17:28;R$ 188.538,08;pendente|json|obs|ticket|***
205;Natália Cardoso;gmvfh@hotmail.com;95 75016-6527;764.660.851-17;21/09/2025 18:05:12;R$ 152.031,18;anexo|reenviado|json
206;Juliana Castro;tcn4wbmv@.com.br;96 976999093;987.112.415-80;21/05/2022 10:31:20;R$ 207.021,22;pendente|manual|ticket|anexo|csv|***
207;Vinícius Bruno Barbosa;x8bac0q9m@outlook.com;91 916536860;753.977.142-35;14/01/2021 23:50:42;R$ 11.785,28;duplicado|URGENTE|***
208;Carlos Silva;zmw6tto@outlook.com;93 955130283;756.846.039-01;19/09/2023 08:07:03;R$ 142.376,56;reenviado|duplicado|normalizar|revisar|erro|URGENTE|atenção
209;Otávio Nogueira;0t_belyf8@loja.com.br;(94) 97740-9838;411.201.478-30;05/05/2023 00:19:06;R$ 112.335,66;LIMPAR|reenviado|csv|manual|duplicado|normalizar|csv
210;Rafael Cardoso;jig1cn299s@outlook.com;95 17840-7857;229.939.452-34;19/05/2022 14:52:15;R$ 182.388,77;???|URGENTE|revisar|tmp|tmp|anexo
211;Gabriel Ana Barbosa;e4x.1_x@ufpa.br;(98) 961521472;178.632.321-98;14/08/2022 22:46:21;R$ 241.552,67;anexo|***|URGENTE
212;Otávio Daniela Santos;lld3wt_l6s45@loja.com.br;94 66715-2016;844.153.827-47;10/06/2023 07:22:04;R$ 172.921,19;***|***|pendente|ticket
213;Carlos Patrícia Monteiro;bdo0hcup@UFPA.BR;(92) 91737-9823;720.782.986-24;14/06/2025 09:26:53;R$ 76.190,79;auto|protocolo|protocolo|ok|***|reenviado|pendente
214;Marcos Mendes;rhpfokq@loja.com.br;(98) 98098-3478;634.361.716-81;18/12/2024 07:52:56;R$ 57.431,87;erro|LIMPAR|falhou|json|ticket
215;Larissa Silva;9vgv1@.com.br;97 14939-7035;101.248.747-68;15/08/2025 22:54:33;R$ 160.043,59;auto|falhou|URGENTE|???|tmp|falhou|manual
216;Ursula Lima;@ufpa.br;97 48620-2895;167.622.834-66;10/12/2021 10:31:06;R$ 130.280,46;tmp|???|falhou|URGENTE|duplicado|pendente|URGENTE|???
217;Gabriel Vinícius Pereira;elm7nfek6p5@loja.com.br;92 978648937;362.542.911-99;17/10/2023 00:36:07;R$ 236.839,32;LIMPAR|erro|tmp|auto|ticket|manual|URGENTE|atenção
218;Eduardo Daniela Araújo;ld3nxc@ufpa.br;(91) 98464-8109;806.586.708-5;07/01/2022 11:12:12;R$ 205.542,48;pendente|protocolo|pendente|***|normalizar|ticket
219;Marcos Mendes;fayf5@ufpa.br;(94) 951846382;910.229.323-37;03/02/2022 09:28:12;R$ 121.302,65;reenviado|obs|csv|manual|***|ok|tmp
220;Otávio Silva;w_4_a60v@loja.com.br;99 36041-5269;828.108.207-44;17/01/2021 04:57:12;R$ 159.824,23;###|reenviado|erro|atenção|pendente|csv|auto|ok
221;Vinícius Thiago Castro;@gmail.com;92 39989-1703;691.458.149-18;21/09/2024 05:13:08;R$ 168.321,91;ok|auto|atenção|reenviado|atenção
222;Otávio Lima;7a_svupb2f@gov.br;(91) 984579114;75571665225;16/11/2023 10:58:39;R$ 25.049,01;###|protocolo|normalizar|erro|manual
223;Vinícius Costa;y09s7m_cd@bol.com.br;(99) 93411-9822;185.568.824-04;28/06/2021 05:48:51;R$ 124.267,79;pendente|normalizar|revisar
224;Vinícius William Cardoso;iyvsk0@ufpa.br;(97) 974422314;538.738.185-81;10/01/2022 11:10:06;R$ 203.102,13;json|URGENTE|duplicado|ok|falhou
225;Thiago Castro;w.pwkkqh4_.8@bol.com.br;91 13227-1439;876.492.492-83;01/07/2024 23:41:03;R$ 114.424,31;revisar|???|id
226;Rafael Araújo;0fyyx71jqf@outlook.com;99 86682-4480;602.401.997-88;30/07/2021 15:00:54;R$ 79.650,96;erro|manual|obs|protocolo|manual|id|***|erro
227;Juliana Vinícius Santos;3i96bd1eg@gmail.com;(99)98714-5837;185.136.58-70;12/04/2024 22:22:56;R$ 197.415,07;ok|protocolo|erro|ticket|pendente|###|manual
228;Igor Lima;tu15_5i3o6@.com.br;(99) 963195060;253.678.822-35;04/02/2025 00:53:59;R$ 214.428,23;atenção|auto|***
229;Zuleica Barbosa;cntau7jb@gov.br;(91) 99355-6102;959.659.754-40;05/02/2022 12:49:32;R$ 154.089,10;pendente|ok|atenção|erro|erro|reenviado
230;William Santos;saz6f52kwx6@ufpa.br;(91) 914843514;165.873.602-04;R$ 147.052,58;tmp|atenção|revisar|ok|ticket
231;Sabrina Souza;@gmail.com;(98) 928317970;744.976.99-57;12/08/2021 22:09:24;R$ 93.896,94;URGENTE|falhou|obs|protocolo|json|normalizar|anexo
232;Vinícius Monteiro;hf34ursp@ufpa.br;(91) 985993325;738.209.506-82;23/08/2022 22:10:54;R$ 149.777,65;manual|ticket|manual|pendente|erro
233;Rafael Larissa Pereira;neqc.lk@empresa.com.br;(99) 96967-1883;963.598.037-52;28/11/2023 08:23:21;R$ 225.093,45;LIMPAR|tmp|protocolo|pendente
234;Natália Barbosa;l86gcb32ja@UFPA.BR;(94) 96598-2733;278.872.802-80;07/07/2024 16:07:43;R$ 38.582,25;auto|atenção|revisar
235;Natália Lima;v98pjk@@gmail.com;(95)94989-2233;369.833.288-14;26/07/2023 00:00:16;R$ 148.696,70;atenção|tmp|pendente|reenviado|id|auto|pendente
236;Bruno Tavares;ux1945lqpyry@gmail.com;(99) 920844154;165.597.191-45;27/01/2022 21:01:15;R$ 216.086,94;csv|ok|revisar
237;zkvt7@outlook.com;(98) 92167-2121;365.661.838-26;03/01/2025 11:03:17;R$ 139.844,34;LIMPAR|csv|URGENTE|falhou|pendente
238;Otávio Barbosa;4ewy_001@empresa.com.br;(97)97343-7396;122.951.650-41;10/07/2025 12:18:21;R$ 50.265,74;***|???|manual|normalizar|obs|auto|manual
239;William Carlos Souza;a9t5o@outlook.com;(93) 96195-5268;604.923.217-67;19/10/2021 09:29:44;R$ 28.539,73;tmp|json|csv|id|auto
240;Larissa Marcos Tavares;i61gm@empresa.com.br;(91) 59537-5789;651.396.563-06;05/07/2024 23:54:40;R$ 187.410,98;duplicado|falhou|manual|LIMPAR|falhou|###
241;Otávio Marcos Almeida;hxxwj@hotmail.com;(98) 95685-5868;443.481.467-46;04/10/2024 05:00:03;R$ 64.709,76;protocolo|protocolo|anexo|reenviado|id|ok|protocolo
242;Kleber Ursula Oliveira;xttl2ozu@gov.br;(98) 54976-9416;191.350.291-44;20/06/2024 06:18:44;R$ 103.358,23;manual|csv|???|revisar|reenviado|###
243;Kleber Patrícia Nogueira;pkg9v@empresa.com.br;(91) 992670336;53194424105;13/02/2021 15:17:19;R$ 242.711,76;URGENTE|normalizar|URGENTE|tmp|duplicado|###
244;Zuleica Bruno Nogueira;3x01w8pc@ufpa.br;(97)98976-3736;584.380.546-48;26/03/2022 01:55:36;R$ 104.689,44;ok|reenviado|???|pendente|protocolo|ticket
245;Natália Natália Nogueira;e0baqgfry.r@loja.com.br;98 969454167;964.162.715-08;15/06/2025 15:24:28;R$ 49.587,10;json|pendente|###|auto
246;Vinícius Cardoso;igi8kn.mav@gov.br;(93) 94661-1807;466.873.150-79;08/07/2023 16:51:38;R$ 102.522,94;anexo|manual|???
247;Ursula Juliana Nogueira;@ufpa.br;(96) 951140208;723.711.027-05;12/05/2025 04:40:28;R$ 22.433,10;tmp|manual|***|???
248;Marcos Pereira;wc6i7m1@UFPA.BR;(93) 57603-3524;242.881.702-86;20/01/2022 05:13:48;R$ 168.424,67;ticket|LIMPAR|reenviado|###
249;natália lima;lvhvbrztrywm@ufpa.br;(96) 97487-7160;327.866.305-80;23/05/2022 12:16:43;R$ 97.356,75;json|csv|normalizar|obs|LIMPAR|???
250;Sabrina Santos;z3z3nhr8@ufpa.br;98 950218384;114.399.787-25;22/10/2025 22:55:23;R$ 70.623,99;obs|###|normalizar|???|LIMPAR|revisar|reenviado
251;Ana Pereira;y8b7ga@loja.com.br;(99) 96403-1354;651.838.79-31;06/06/2023 05:09:46;R$ 10.914,57;***|falhou|protocolo
252;Thiago Souza;0i11_i5wr@.com.br;(97) 93889-8347;568.716.755-97;27/02/2021 19:16:45;R$ 115.110,15;tmp|csv|protocolo|normalizar|pendente|manual
253;Bruno Souza;6gj_pip@.com.br;(95) 970452475;724.159.534-36;08/01/2023 17:38:25;R$ 200.491,03;reenviado|LIMPAR|tmp|***|erro|auto|ticket|protocolo
254;Marcos Nogueira;lwg0bei.8@ufpa.br;(99)99143-8441;361.326.676-67;10/08/2025 14:52:33;R$ 164.137,69;revisar|pendente|LIMPAR|anexo|csv
255;yasmin igor monteiro;kmzfmwv09ou2@outlook.com;(91) 52556-1025;754.937.999-79;13/03/2021 16:08:58;R$ 85.126,27;ticket|ok|ticket|erro|***|id|protocolo|ticket
256;Quésia Tavares;en5mb3@gov.br;(91)93002-5216;84216333770;08/06/2022 13:44:32;R$ 207.699,48;***|pendente|tmp|json|tmp|duplicado|URGENTE|ok
257;Rafael Araújo;ytp1c0rf@bol.com.br;(97) 93220-7609;276.749.384-51;19/11/2024 07:45:54;R$ 887,66;auto|tmp|normalizar|URGENTE|manual|auto|anexo
258;Fernanda Ursula Barbosa;fcksfkd@gmail.com;(96) 948294593;751.976.186-43;08/05/2021 22:45:27;R$ 241.945,24;falhou|id|anexo|normalizar
259;Fernanda Araújo;kg1zgtnl2n@outlook.com;(95) 99376-8508;658.038.447-58;18/09/2023 17:27:21;R$ 160.958,15;revisar|URGENTE|manual|auto|normalizar|csv
260;Patrícia Oliveira;f3rwlx@ufpa.br;(99) 95258-2528;463.743.824-78;25/10/2025 00:13:04;R$ 153.039,41;manual|###|URGENTE|###|json|***|anexo|anexo
261;Helena Carlos Tavares;uk0qu2_.40p0@outlook.com;(95) 987932266;540.791.967-66;30/05/2025 05:32:47;R$ 66.937,52;anexo|id|***|json
262;Kleber Lima;@empresa.com.br;(93) 97491-2697;637.407.944-53;29/04/2021 16:50:07;R$ 53.313,00;ok|LIMPAR|normalizar
263;Igor Monteiro;x4s89b7fl6i@gov.br;97 942349270;11/07/2023 20:11:44;R$ 235.088,06;obs|manual|normalizar
264;zuleica yasmin barbosa;bcnmu@.com.br;95 58980-6556;053.528.724-26;20/10/2024 17:20:10;R$ 8.363,53;???|normalizar|***|URGENTE|duplicado|***|ticket|ticket
265;Zuleica Santos;w96khy5@empresa.com.br;(94) 994418393;541.775.38-25;30/05/2025 05:17:39;R$ 149.700,07;revisar|id|***|falhou
266;Vinícius Santos;7q._rw@outlook.com;(96) 97769-4963;982.901.911-70;26/07/2022 09:00:42;R$ 135.137,15;json|revisar|json|tmp|URGENTE|json|LIMPAR
267;Gabriel Monteiro;pfps6@bol.com.br;91 951579510;67281444163;07/04/2023 15:37:48;R$ 119.592,04;###|reenviado|URGENTE
268;Patrícia Castro;ljgtfgmail.com;(91) 997763572;990.419.638-62;16/11/2023 22:45:33;R$ 195.013,54;csv|csv|###|obs|###|###
269;Ursula Costa;n6oc@gov.br;(99) 92610-9942;91555469496;24/05/2021 09:23:42;R$ 45.927,39;auto|auto|pendente
270;Natália Araújo;txj1mnk5bol.com.br;(91) 53645-2471;11665287210;27/08/2024 16:35:17;R$ 20.805,75;atenção|json|auto|erro|tmp|***|ok|tmp
271;Larissa Cardoso;fhfvpddm@bol.com.br;(91) 91552-2115;774.600.586-76;05/01/2024 05:59:08;R$ 172.684,98;csv|erro|reenviado
272;Carlos Carlos Oliveira;@ufpa.br;(91) 980136472;720.888.641-32;07/11/2025 23:51:49;R$ 117.512,82;anexo|normalizar|???|???|ticket|anexo
273;Natália Tavares;l6.mtbgv7@ufpa.br;(92) 57163-6206;408.359.364-04;04/09/2023 18:33:46;R$ 117.168,16;falhou|erro|reenviado|duplicado|tmp|LIMPAR|reenviado
274;William Kleber Almeida;jr0k7ufpa.br;99 965757110;881.212.558-07;29/03/2024 10:19:33;R$ 99.884,54;anexo|csv|obs|auto|duplicado|LIMPAR|LIMPAR|???
275;Yasmin Almeida;@loja.com.br;91 996916952;784.977.140-52;06/12/2022 04:12:51;R$ 107.025,11;???|###|manual|obs|obs|###|tmp
276;Yasmin Souza;hozwq0.5rsa@hotmail.com;(94)95701-6802;114.393.39-26;11/12/2021 15:57:42;R$ 32.699,90;***|manual|***
277;igor juliana tavares;sknnm85@gmail.com;(93) 92433-1097;430.283.111-43;17/12/2023 12:27:12;R$ 158.653,53;URGENTE|erro|***|anexo
278;Quésia Gabriel Oliveira;rt3x2h0y9f3s@@gov.br;(94)97692-5063;836.799.38-65;29/12/2024 08:26:54;R$ 216.350,25;obs|id|reenviado|pendente
279;Marcos Oliveira;r5nnl5@outlook.com;(99) 94909-7791;344.140.655-86;27/12/2024 03:04:06;R$ 166.462,03;revisar|atenção|LIMPAR|ticket|???|anexo|???
280;Igor Santos;k_5_8ogow24@loja.com.br;(99) 924370332;85456728931;26/02/2021 20:39:31;R$ 188.765,21;csv|manual|json|reenviado
281;Fernanda Costa;@ufpa.br;97 51389-8479;618.797.040-61;11/06/2023 10:16:47;R$ 26.547,23;normalizar|***|erro|csv
282;Patrícia Araújo;ayinr@loja.com.br;(91) 91080-1956;618.117.599-3;30/11/2025 15:06:28;R$ 217.084,07;json|URGENTE|normalizar|obs|URGENTE|anexo|ok
283;Quésia Bruno Silva;8y_ippd@bol.com.br;(99) 98784-3382;055.618.194-26;18/07/2024 10:54:46;R$ 82.995,42;revisar|manual|csv|reenviado|ticket|protocolo|ok|LIMPAR
284;Juliana Monteiro;o2er1f@gmail.com;96 922620861;533.342.37-25;25/02/2022 16:16:36;R$ 18.035,50;LIMPAR|protocolo|erro|URGENTE|duplicado|duplicado
285;Helena Patrícia Silva;etys1@gov.br;93 993406048;154.989.666-08;20/07/2023 19:01:02;R$ 162.957,94;protocolo|atenção|duplicado|falhou|tmp|###|falhou|reenviado
286;Natália Costa;qq3t0@gov.br;(99)94321-6469;094.462.109-52;15/04/2022 15:38:22;R$ 142.125,72;erro|pendente|reenviado|falhou|erro|normalizar
287;Kleber Castro;2pln9887@UFPA.BR;93 923230487;259.961.902-39;04/02/2023 14:15:02;R$ 130.761,21;###|anexo|???|ticket|###|csv|erro|protocolo
288;Thiago Vinícius Santos;(96) 934028438;175.910.575-62;27/02/2024 09:30:35;R$ 111.434,86;manual|***|LIMPAR|tmp|obs|auto|reenviado
289;zuleica santos;o1r7bq8wo@ufpa.br;(92) 962304791;795.181.144-32;17/03/2025 14:43:25;R$ 112.679,12;auto|id|json|manual
290;Vinícius Cardoso;q_3_jb6p9@gmail.com;(97) 929236549;208.592.258-54;29/10/2023 12:29:51;R$ 133.349,42;erro|???|json
291;William Nogueira;hvg35wm@ufpa.br;(92) 962328483;419.756.260-42;19/06/2025 01:46:35;R$ 157.048,98;json|***|duplicado
292;Juliana Otávio Mendes;cnwhac0i@empresa.com.br;(95) 92207-7921;190.653.979-10;18/08/2025 03:59:48;R$ 202.771,94;###|csv|URGENTE|URGENTE|duplicado|id
293;Zuleica Araújo;4msvg@outlook.com;98 980455421;973.815.072-24;15/09/2021 14:43:39;R$ 147.496,99;json|***|LIMPAR|atenção|LIMPAR|tmp|json
294;Igor Cardoso;xx.130a7@outlook.com;(97) 926799770;388.964.394-02;22/11/2023 17:49:45;R$ 55.466,18;reenviado|obs|normalizar|protocolo|json|obs
295;Bruno Eduardo Nogueira;krsj9sxe@empresa.com.br;99 952897935;102.899.58-36;28/05/2025 06:53:51;R$ 209.846,34;falhou|???|manual|manual|auto|json|normalizar
296;Igor Thiago Silva;2l4ai@bol.com.br;(98) 935865127;19382992816;17/07/2023 14:19:18;R$ 200.561,64;id|normalizar|id|id|???|id|erro|falhou
297;Kleber Lima;kazf6q_i@ufpa.br;(99) 95428-1009;237.114.959-14;17/07/2024 22:13:24;R$ 45.218,52;LIMPAR|auto|json
298;Bruno Zuleica Cardoso;aaczebsvxp@empresa.com.br;97 946642612;851.103.064-57;25/05/2022 21:34:02;R$ 175.326,36;tmp|csv|obs|URGENTE
299;Yasmin Mendes;ylevr7w@gmail.com;(91) 941112063;102.163.452-10;24/07/2022 03:25:18;R$ 68.466,32;json|ok|***|atenção|normalizar|anexo|URGENTE
300;Thiago Cardoso;v05tqpi8@empresa.com.br;(91) 99629-8730;785.744.716-94;12/04/2024 02:01:16;R$ 84.752,88;protocolo|json|URGENTE|###|tmp|atenção|json|ok
301;Eduardo Mendes;x55mhhq@.com.br;95 939199706;146.429.560-19;20/06/2025 13:10:22;R$ 99.697,96;anexo|pendente|anexo|atenção
302;Rafael Tavares;dc1ty@outlook.com;(92) 54956-8056;167.298.632-16;07/05/2023 23:30:19;R$ 158.861,46;***|protocolo|revisar|normalizar|erro|auto
303;Daniela Castro;qivy.mv94@ufpa.br;96 924971843;451.609.334-05;30/06/2023 03:34:52;R$ 112.933,63;ticket|json|pendente|normalizar|tmp
304;Igor Souza;64ktaiqhy2mm@loja.com.br;(93) 913947144;999.811.746-62;10/03/2023 16:27:57;R$ 223.823,34;erro|normalizar|tmp|###|csv|revisar|revisar|auto
305;Patrícia Araújo;hqgge22hn@hotmail.com;(92) 93400-7940;251.004.003-54;05/01/2024 11:25:36;protocolo|URGENTE|json|json|???
306;Fernanda Patrícia Monteiro;fzl.79yv@bol.com.br;(98) 92082-1604;590.525.462-96;27/07/2022 15:56:48;R$ 158.704,30;***|normalizar|???
307;Zuleica Larissa Oliveira;hyna@empresa.com.br;(92) 98769-5815;602.793.908-58;17/07/2021 15:53:21;R$ 17.880,76;csv|auto|reenviado|atenção|LIMPAR|erro|normalizar
308;Patrícia Castro;vz7t.1@gmail.com;(96) 59719-6329;22140452715;08/12/2023 16:33:37;R$ 32.215,16;duplicado|duplicado|obs|normalizar|falhou
309;Juliana Souza;28.xzw125@gmail.com;(95)92047-4616;140.108.313-20;16/08/2024 05:54:50;R$ 228.857,01;reenviado|***|tmp|auto|csv|reenviado|id
310;Marcos Helena Mendes;piadf@outlook.com;94 992640428;84727595097;17/08/2022 03:35:23;R$ 157.986,10;id|json|***
311;Igor Nogueira;begqobiz6c@outlook.com;91 70504-4932;614.941.62-15;11/03/2021 00:36:48;R$ 164.646,27;json|normalizar|auto|***
312;natália souza;594ek3t@@bol.com.br;94 959058815;100.218.452-15;27/03/2021 00:06:37;R$ 111.910,27;auto|erro|anexo|ok|id|duplicado
313;thiago oliveira;zhkei@empresa.com.br;(99) 931555988;926.373.76-23;14/07/2022 23:31:19;R$ 38.782,12;anexo|anexo|falhou|id
314;Carlos Santos;vaazafgj5@gov.br;(99) 924218067;830.705.792-24;16/09/2021 14:40:43;R$ 186.109,99;auto|tmp|***|???|manual
315;Kleber Kleber Oliveira;sc10m0ih@gmail.com;96 963130755;027.314.722-74;14/12/2024 15:05:04;R$ 151.020,01;URGENTE|anexo|revisar|ok|###|LIMPAR
316;Ursula Lima;t9qnsk.9jcnh@outlook.com;(98) 983453789;814.364.493-21;31/12/2022 22:39:27;R$ 129.105,11;tmp|protocolo|json|pendente|anexo|???
317;Thiago Santos;@bol.com.br;(93) 92622-3094;927.680.374-47;22/10/2023 05:40:42;R$ 42.096,11;auto|obs|***|manual|duplicado|duplicado|id|obs
318;Daniela Pereira;is8oynapgmail.com;(93) 923294227;434.530.552-06;03/11/2024 11:01:10;R$ 201.922,54;protocolo|auto|ticket|id|reenviado
319;Bruno Natália Monteiro;kjrg.7j6obmm@bol.com.br;97 984230949;250.882.277-85;30/12/2024 15:36:00;R$ 146.224,85;json|protocolo|protocolo|falhou|reenviado|obs|***|ticket
320;Kleber Thiago Monteiro;@empresa.com.br;(98)95305-6217;51676775979;02/05/2022 07:13:45;R$ 117.838,62;erro|URGENTE|auto|obs|???|###|ok
321;Kleber Castro;n_zx91wqg1oq@gov.br;(95) 941948736;187.197.32-37;22/05/2021 14:51:24;R$ 130.216,90;atenção|ticket|id|csv|ticket|manual|pendente
322;Quésia Oliveira;@gmail.com;(96) 963949461;161.699.683-32;06/02/2025 17:41:42;R$ 94.356,53;normalizar|obs|reenviado|obs|protocolo|anexo|LIMPAR|reenviado
323;Eduardo Oliveira;ftvpyfb@gmail.com;98 61195-4739;619.935.588-15;31/03/2024 01:56:28;R$ 102.816,36;anexo|protocolo|duplicado|reenviado|normalizar|erro|pendente|erro
324;Rafael Rafael Monteiro;ixclyiy1y@hotmail.com;(95) 97403-1042;122.465.705-66;02/08/2025 02:12:16;R$ 37.871,56;manual|revisar|normalizar|???|falhou
325;Ursula Barbosa;o7v19ry@@ufpa.br;(91) 93930-5152;493.870.522-58;26/04/2024 03:24:33;R$ 62.512,81;###|***|falhou|auto|duplicado|json
326;Helena Monteiro;eukyoj3@.com.br;(98) 96377-6190;07/12/2021 09:30:45;R$ 234.711,09;???|csv|###|atenção
327;Igor Costa;6vn2o1vg@hotmail.com;(93) 965889412;07914537098;06/06/2024 08:20:14;R$ 168.673,32;LIMPAR|id|manual|***|id|***|duplicado
